3.2868	827.5
3.2527	844.4
3.3697	831.3
3.4098	841
3.3549	836.9
3.4534	995.3
3.5382	859
3.456	850.4
3.4422	926.8
3.2706	921
3.24	943.9
3.208	953.7
3.1632	973.8
3.0768	987.5
3.129	963.6
3.2227	999.7
3.162	994
3.1935	1115.3
3.2064	981.6
3.2519	977.6
3.2603	1056.9
3.2734	1073.7
3.2108	1071.6
3.2077	1080.5
3.2269	1012.5
